Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
St Gabriels Hospital,M438IpmrFy5,,JF0M8MT8W8D,St Gabriels Hospital,,,,,,,,,,,
Kakwale Health Centre,fhlpdEEnGrQ,,31BT84662UN,Kakwale Health Centre,,,,,,,,,,,
Kaluluma Rural Hospital,BOEaJ4eqVC9,,31BT84662UN,Kaluluma Rural Hospital,,,,,,,,,,,
Newa / Mpasazi Health Centre,XkcRltXu9tK,,31BT84662UN,Newa / Mpasazi Health Centre,,,,,,,,,,,
Chimwala Dispensary,REoFvVbcLG0,,C4R0XWQSZQT,Chimwala Dispensary,,,,,,,,,,,
Mtenthera Health Centre,TIa8uoFjhcd,,C4R0XWQSZQT,Mtenthera Health Centre,,,,,,,,,,,
Nyanja Health Centre,BoFpWeZOB2l,,C4R0XWQSZQT,Nyanja Health Centre,,,,,,,,,,,
Khuwi Health Centre,RgHJHBTtszj,,9U36W2285J4,Khuwi Health Centre,,,,,,,,,,,
Mkhuzi Health Centre,K4fSBUiEBEX,,9U36W2285J4,Mkhuzi Health Centre,,,,,,,,,,,
Ntchisi District Hospital,qXwx6gQyNBv,,9U36W2285J4,Ntchisi District Hospital,,,,,,,,,,,
Kameme Health Centre,gil9su99LXX,,073Q6GI82E1,Kameme Health Centre,,,,,,,,,,,
Bembeke Health Centre,spQpsut9f1B,,E09H66L0351,Bembeke Health Centre,,,,,,,,,,,
Dedza District Hospital,K5sEB29YW3W,,E09H66L0351,Dedza District Hospital,,,,,,,,,,,
Chikangawa Health Centre,eEEYKm78UBf,,2IU45WX7K72,Chikangawa Health Centre,,,,,,,,,,,
Lunjika Health Centre,ssMcu8y2Kf3,,2IU45WX7K72,Lunjika Health Centre,,,,,,,,,,,
Lusangazi Dispensary,npu0OQlvf8P,,2IU45WX7K72,Lusangazi Dispensary,,,,,,,,,,,
Matuli Health Centre,WIiA3ENQI5A,,2IU45WX7K72,Matuli Health Centre,,,,,,,,,,,
Padley Pio Health Centre,ZqRS6PkibPM,,2IU45WX7K72,Padley Pio Health Centre,,,,,,,,,,,
Raiply Clinic,G6HYLoDmHdT,,2IU45WX7K72,Raiply Clinic,,,,,,,,,,,
Raiply Dispensary,uOxLo7wYTRA,,2IU45WX7K72,Raiply Dispensary,,,,,,,,,,,
Dwangwa Cane Growers Limited Dispensary,w6VRxc89b5K,,99SQ449VSE9,Dwangwa Cane Growers Limited Dispensary,,,,,,,,,,,
Kaongozi Dispensary,eK4PmFIrpY5,,99SQ449VSE9,Kaongozi Dispensary,,,,,,,,,,,
Katimbila Health Centre,Fz0tDlXVsn3,,99SQ449VSE9,Katimbila Health Centre,,,,,,,,,,,
Liwaladzi Health Centre,TwUljmbTv4b,,99SQ449VSE9,Liwaladzi Health Centre,,,,,,,,,,,
Matiki Health Centre,bfDs0dTM81U,,99SQ449VSE9,Matiki Health Centre,,,,,,,,,,,
Mazunga Private Clinic,xNJfdetFsOO,,99SQ449VSE9,Mazunga Private Clinic,,,,,,,,,,,
Msenjere Health Centre,dE9wie8cYJB,,99SQ449VSE9,Msenjere Health Centre,,,,,,,,,,,
Ngala Health Centre,tTaiG5Qrcyr,,99SQ449VSE9,Ngala Health Centre,,,,,,,,,,,
Nkhunga Health Centre,RQX6rnfUsBD,,99SQ449VSE9,Nkhunga Health Centre,,,,,,,,,,,
Dwangwa Health Centre,n89uKexauZq,,0MKT2O18F33,Dwangwa Health Centre,,,,,,,,,,,
Fpam Clinic Kasungu,lcGa2ZnUlen,,0MKT2O18F33,Fpam Clinic Kasungu,,,,,,,,,,,
Kalikeni Private Clinic,GcRdYduUYh0,,0MKT2O18F33,Kalikeni Private Clinic,,,,,,,,,,,
Kasalika Dispensary,TrYObnlA8UT,,0MKT2O18F33,Kasalika Dispensary,,,,,,,,,,,
Kapelula Health Centre,dy2GeuSwyIq,,1K9J182T334,Kapelula Health Centre,,,,,,,,,,,
Blantyre City Assembly Clinic,kAU4FFex0Pa,,10S9F354W40,Blantyre City Assembly Clinic,,,,,,,,,,,
Blantyre Civic Centre Dispensary,PlWhhBj3LXE,,10S9F354W40,Blantyre Civic Centre Dispensary,,,,,,,,,,,
Blantyre DHO Mobile Clinic,SSD4mvMj5fu,,10S9F354W40,Blantyre DHO Mobile Clinic,,,,,,,,,,,
Blantyre Dream Project,BYyTYjcnELU,,10S9F354W40,Blantyre Dream Project,,,,,,,,,,,
Blantyre Water Board Clinic,mHcl2OS43ah,,10S9F354W40,Blantyre Water Board Clinic,,,,,,,,,,,
BLM Family Planning Clinic,oqM5ZFHyymE,,10S9F354W40,BLM Family Planning Clinic,,,,,,,,,,,
Blm Lunzu,ILDhbeuLBtX,,10S9F354W40,Blm Lunzu,,,,,,,,,,,
Carlsberg / Sobo ClinicBlantyre,Lx9CrjbHms2,,10S9F354W40,Carlsberg / Sobo ClinicBlantyre,,,,,,,,,,,
Central East African Railways Clinic,LcMpQWnS27k,,10S9F354W40,Central East African Railways Clinic,,,,,,,,,,,
Chichiri Escom Clinic,uMLl8OkWfHS,,10S9F354W40,Chichiri Escom Clinic,,,,,,,,,,,
Chichiri Prison,vlYFnmt9KW7,,10S9F354W40,Chichiri Prison,,,,,,,,,,,
Chichiri Prison Clinic,UkdRIbdSZw5,,10S9F354W40,Chichiri Prison Clinic,,,,,,,,,,,
Chitawira Private Hospital,mTaqm2jDRGp,,10S9F354W40,Chitawira Private Hospital,,,,,,,,,,,
COPRED,w2BaEat71Qr,,10S9F354W40,COPRED,,,,,,,,,,,
Dream,xhINxzjVJ0c,,10S9F354W40,Dream,,,,,,,,,,,
El-barakah Private Clinic,NFzZGVmGCoN,,10S9F354W40,El-barakah Private Clinic,,,,,,,,,,,
Gate way Clinic,rBhHYqxxhyM,,10S9F354W40,Gate way Clinic,,,,,,,,,,,
Ginnery Corner BLM,ZatKYtoIX0O,,10S9F354W40,Ginnery Corner BLM,,,,,,,,,,,
Kadidi Health Centre,cLY2A4m8Jn0,,10S9F354W40,Kadidi Health Centre,,,,,,,,,,,
Kanjedza Police Clinic,Phf46V2Gghq,,10S9F354W40,Kanjedza Police Clinic,,,,,,,,,,,
Kapeni Dream Centre,NvxhlNwKlXK,,10S9F354W40,Kapeni Dream Centre,,,,,,,,,,,
Lafarge Cement Clinic,JDVeTXJTAq1,,10S9F354W40,Lafarge Cement Clinic,,,,,,,,,,,
Limbe Diagnostic Centre,VDhjuZZi4GG,,10S9F354W40,Limbe Diagnostic Centre,,,,,,,,,,,
Limbe Health Centre,KVxcc4baK2p,,10S9F354W40,Limbe Health Centre,,,,,,,,,,,
Limbe Leaf Tobacco ClinicLimbe,inRBKdag7Vs,,10S9F354W40,Limbe Leaf Tobacco ClinicLimbe,,,,,,,,,,,
Limbe MASM Clinic,oLKSaQ4gqL5,,10S9F354W40,Limbe MASM Clinic,,,,,,,,,,,
Lunzu BLM,kcbyRaflph0,,10S9F354W40,Lunzu BLM,,,,,,,,,,,
Macro Blantyre,ZZNgP1RcC8H,,10S9F354W40,Macro Blantyre,,,,,,,,,,,
Makadam Pvt Clinic,jpKor9OWp56,,10S9F354W40,Makadam Pvt Clinic,,,,,,,,,,,
Malabada Health Centre,SsBkD3XDOD7,,10S9F354W40,Malabada Health Centre,,,,,,,,,,,
Malamulo Day Clinic,MFvBkN5jzRF,,10S9F354W40,Malamulo Day Clinic,,,,,,,,,,,
Malmed Private Clinic,obDGwQJFj5d,,10S9F354W40,Malmed Private Clinic,,,,,,,,,,,
Mapeto DWS Clinic,ACgUJlruIQT,,10S9F354W40,Mapeto DWS Clinic,,,,,,,,,,,
Merit Private Clinic,qXsVFrRN4BB,,10S9F354W40,Merit Private Clinic,,,,,,,,,,,
Mlambe Hospital,cmCppSqIlzN,,10S9F354W40,Mlambe Hospital,,,,,,,,,,,
Mwachira Private Clinic,f2PAHAHGZS4,,10S9F354W40,Mwachira Private Clinic,,,,,,,,,,,
Mwaiwathu Private Hospital,YGIGbwqnA9M,,10S9F354W40,Mwaiwathu Private Hospital,,,,,,,,,,,
NAPHAM Clinic,iQKnRKmqARP,,10S9F354W40,NAPHAM Clinic,,,,,,,,,,,
Ndirande BLM,zizB8oIwvOJ,,10S9F354W40,Ndirande BLM,,,,,,,,,,,
Ndirande Urban Health Centre,M5ZUfC4v8GV,,10S9F354W40,Ndirande Urban Health Centre,,,,,,,,,,,
Nyambadwe Private Hospital,CedL5WOqd2I,,10S9F354W40,Nyambadwe Private Hospital,,,,,,,,,,,
Polytechnic Clinic,nFIyDVJHSgo,,10S9F354W40,Polytechnic Clinic,,,,,,,,,,,
Press Cooperation Clinic,abwaidMcPpQ,,10S9F354W40,Press Cooperation Clinic,,,,,,,,,,,
PSI,NGuDniOCUN5,,10S9F354W40,PSI,,,,,,,,,,,
Queen Elizabeth Central Hospital,UAl6raBTebe,,10S9F354W40,Queen Elizabeth Central Hospital,,,,,,,,,,,
Shifa Private Clinic,CMTihDdVodi,,10S9F354W40,Shifa Private Clinic,,,,,,,,,,,
Soche SDA Dispensary,nKzxabl3RpR,,10S9F354W40,Soche SDA Dispensary,,,,,,,,,,,
Unilever South East Company Clinic,m6YZsECSfOK,,10S9F354W40,Unilever South East Company Clinic,,,,,,,,,,,
United Bus Company Clinic,FPRoiJAvYTh,,10S9F354W40,United Bus Company Clinic,,,,,,,,,,,
Zingwangwa BLM Clinic,g9d246Hnb7w,,10S9F354W40,Zingwangwa BLM Clinic,,,,,,,,,,,
Zingwangwa Urban Health Centre,gTkYqxfVTM0,,10S9F354W40,Zingwangwa Urban Health Centre,,,,,,,,,,,
Chitowo Health Centre,b3OduOhZKuu,,00872AKSP4J,Chitowo Health Centre,,,,,,,,,,,
Chongoni Health Centre,LkjXIWw5W9v,,00872AKSP4J,Chongoni Health Centre,,,,,,,,,,,
Kaphuka Health Centre,wGMlG6WZZ4q,,00872AKSP4J,Kaphuka Health Centre,,,,,,,,,,,
Kasina Health Centre,PCWfXe1C9hK,,00872AKSP4J,Kasina Health Centre,,,,,,,,,,,
Khonjeni Health Centre,UkXVvwCLQgO,,29KV12IFT2M,Khonjeni Health Centre,,,,,,,,,,,
Mafisi clinic,N2OEuMkn2z4,,29KV12IFT2M,Mafisi clinic,,,,,,,,,,,
St Josephs Mitengo Health Centre,plC4nwLdlbf,,29KV12IFT2M,St Josephs Mitengo Health Centre,,,,,,,,,,,
Chipumi Health Centre,eNs19G9xMyc,,VTJP7E5GYZ8,Chipumi Health Centre,,,,,,,,,,,
Kapiri Mission Hospital,ekYnKIXnPPj,,VTJP7E5GYZ8,Kapiri Mission Hospital,,,,,,,,,,,
Kangolwa Health Centre,OZNe80Ws0on,,0Z8E52MN6EG,Kangolwa Health Centre,,,,,,,,,,,
Chabvala Health Centre,grfnmKmWiJ9,,1P0IA4L5QS5,Chabvala Health Centre,,,,,,,,,,,
Chikuse Health Centre,Y4kaJs4jbod,,PU05RS57GIO,Chikuse Health Centre,,,,,,,,,,,
Dzindevu Health Centre,QL1C4nvZVLn,,PU05RS57GIO,Dzindevu Health Centre,,,,,,,,,,,
Kanyama Health Centre,UwBTf92fAib,,PU05RS57GIO,Kanyama Health Centre,,,,,,,,,,,
Iba Dispensary,FZw4GOFV5X0,,6E5XW7L803X,Iba Dispensary,,,,,,,,,,,
Katuli Health Centre,fA8higAcbmz,,6E5XW7L803X,Katuli Health Centre,,,,,,,,,,,
Luwalika Health Centre,qBxArP5yT1I,,6E5XW7L803X,Luwalika Health Centre,,,,,,,,,,,
Ngapani Health Centre,VWvs8SJXcRe,,6E5XW7L803X,Ngapani Health Centre,,,,,,,,,,,
Chitsimuka Health Centre,AMklHWTt6sX,,F7O9W2U1823,Chitsimuka Health Centre,,,,,,,,,,,
Katowo Rural Hospital,TgIZdG9r95r,,F7O9W2U1823,Katowo Rural Hospital,,,,,,,,,,,
Kawamba Health Centre,flfOvLzldtj,,9SI5BI13J93,Kawamba Health Centre,,,,,,,,,,,
Kawinga Dispensary,ozdBwLyST0J,,0PA3922L19R,Kawinga Dispensary,,,,,,,,,,,
Ntaja Health Centre,Ybh0Ww4WWVx,,0PA3922L19R,Ntaja Health Centre,,,,,,,,,,,
Chisepo Health Centre,pw9cneMv5fA,,78M96BI02NZ,Chisepo Health Centre,,,,,,,,,,,
Kayembe Health Centre,HYqblaD619d,,78M96BI02NZ,Kayembe Health Centre,,,,,,,,,,,
Mbingwa Health Centre,rpW9v5wCsE6,,78M96BI02NZ,Mbingwa Health Centre,,,,,,,,,,,
Kazyozyo Dispensary,q4bVkSStlsm,,4S806M1FAPE,Kazyozyo Dispensary,,,,,,,,,,,
Chilobwe Majiga Health Centre,Xx5fmiIR0fW,,5AEO4VO4840,Chilobwe Majiga Health Centre,,,,,,,,,,,
Khongoni Health Centre,W8j3MAkrJe4,,5AEO4VO4840,Khongoni Health Centre,,,,,,,,,,,
Malembo Health Centre (Lilongwe),tOaGG2xPLDm,,5AEO4VO4840,Malembo Health Centre (Lilongwe),,,,,,,,,,,
Kabuwa Health Centre,ZDj4Y2Flile,,WK976036AK4,Kabuwa Health Centre,,,,,,,,,,,
Khosolo Health Centre,GVweqBeEYdR,,WK976036AK4,Khosolo Health Centre,,,,,,,,,,,
Mkoma Health Centre,y1zhkY1SAE9,,WK976036AK4,Mkoma Health Centre,,,,,,,,,,,
Msese Health Centre,Um1JMpMYGpE,,WK976036AK4,Msese Health Centre,,,,,,,,,,,
Hallena Oakely Health Centre,v6gj70cBiQE,,I23D03RA9G7,Hallena Oakely Health Centre,,,,,,,,,,,
kasembereka Health Centre,nWuBchw9R6C,,I23D03RA9G7,kasembereka Health Centre,,,,,,,,,,,
Makwasa Estate Clinic,joh9QZI3a96,,I23D03RA9G7,Makwasa Estate Clinic,,,,,,,,,,,
Malamulo Hospital,UKeSrLQeuCm,,I23D03RA9G7,Malamulo Hospital,,,,,,,,,,,
Mianga estate clinic,oXXbb8WAC4h,,I23D03RA9G7,Mianga estate clinic,,,,,,,,,,,
Sambankhanga Health Centre,SykBimJT1V2,,I23D03RA9G7,Sambankhanga Health Centre,,,,,,,,,,,
Atupele Community Hospital,WZ18joAt6xW,,5Z84N6XMYVC,Atupele Community Hospital,,,,,,,,,,,
Iponga Health Centre,tyuN9XbfRHQ,,5Z84N6XMYVC,Iponga Health Centre,,,,,,,,,,,
Kaporo Rural Hospital,mqNSnMB7fgW,,5Z84N6XMYVC,Kaporo Rural Hospital,,,,,,,,,,,
Ngana Health Centre,Cas9rlkSOQn,,5Z84N6XMYVC,Ngana Health Centre,,,,,,,,,,,
Bimbi Health Centre,gS8A33Rsqjr,,LKYFS96180R,Bimbi Health Centre,,,,,,,,,,,
Namasalima Health Centre (Zomba),mR7n2aiuf2m,,LKYFS96180R,Namasalima Health Centre (Zomba),,,,,,,,,,,
Chileka Health Centre,OXaQtzbzMoy,,21S3H23UQB3,Chileka Health Centre,,,,,,,,,,,
Chileka Sda Health Centre,v0GaaWRKm61,,21S3H23UQB3,Chileka Sda Health Centre,,,,,,,,,,,
Chilomoni BLM Clinic,kdClQ6xlOfO,,21S3H23UQB3,Chilomoni BLM Clinic,,,,,,,,,,,
Chilomoni Health Centre,DAueKP2YUvT,,21S3H23UQB3,Chilomoni Health Centre,,,,,,,,,,,
Chilomoni Private Clinic,J7tslE7mZww,,21S3H23UQB3,Chilomoni Private Clinic,,,,,,,,,,,
Chimembe Health Centre,ZaZEarjsHQX,,21S3H23UQB3,Chimembe Health Centre,,,,,,,,,,,
Dziwe Health Centre,hnbxxugq3Ds,,21S3H23UQB3,Dziwe Health Centre,,,,,,,,,,,
MDF Secondary School Clinic,ECwzZkt3Rop,,21S3H23UQB3,MDF Secondary School Clinic,,,,,,,,,,,
Mitsidi Health Centre(Lumbira),xEhYcXNLUVr,,21S3H23UQB3,Mitsidi Health Centre(Lumbira),,,,,,,,,,,
Nkula/Tedzani Clinic,OH6iMGjGTbZ,,21S3H23UQB3,Nkula/Tedzani Clinic,,,,,,,,,,,
Pensulo Health Centre,xN8oZzMyC33,,21S3H23UQB3,Pensulo Health Centre,,,,,,,,,,,
Sanjika Clinic,H64Mae6Suyl,,21S3H23UQB3,Sanjika Clinic,,,,,,,,,,,
Tedzani Clinic,PfE0xKirf0K,,21S3H23UQB3,Tedzani Clinic,,,,,,,,,,,
Chikowa Health Centre (Blantyre),Keuq4t91SIs,,5203ES5WP7V,Chikowa Health Centre (Blantyre),,,,,,,,,,,
Chiole Dispensary,jnrlLIULfCR,,X7E5YGZZKH9,Chiole Dispensary,,,,,,,,,,,
Dzunje Dispensary,mxlb6XxX6cp,,X7E5YGZZKH9,Dzunje Dispensary,,,,,,,,,,,
Fpam Clinic Ntcheu,OLX4puVMTHb,,X7E5YGZZKH9,Fpam Clinic Ntcheu,,,,,,,,,,,
Ntcheu District Hospital,irf8hxUohn5,,X7E5YGZZKH9,Ntcheu District Hospital,,,,,,,,,,,
Blm Karonga,XbhazSb57LF,,G7J1DCK090Z,Blm Karonga,,,,,,,,,,,
Care Private ClinicAnd Dental Surgery Art,bnjsICNDB9L,,G7J1DCK090Z,Care Private ClinicAnd Dental Surgery Art,,,,,,,,,,,
Karonga District Hospital,tjHJZDgKu6q,,G7J1DCK090Z,Karonga District Hospital,,,,,,,,,,,
Kasoba Health Centre,VDMYQuQPz2N,,G7J1DCK090Z,Kasoba Health Centre,,,,,,,,,,,
Katili Dispensary,nrK4dEVDNdL,,G7J1DCK090Z,Katili Dispensary,,,,,,,,,,,
Lupembe Health Centre,haaT3dJc33b,,G7J1DCK090Z,Lupembe Health Centre,,,,,,,,,,,
Mpata Health Centre,n7QRqzjmhbr,,G7J1DCK090Z,Mpata Health Centre,,,,,,,,,,,
Wiliro Health Centre,kUmwU0N12O7,,G7J1DCK090Z,Wiliro Health Centre,,,,,,,,,,,
Muloza Health Centre,P5U57FLrPxL,,WGGX3ODE6NA,Muloza Health Centre,,,,,,,,,,,
Namasalima Health Centre (Mulanje),asiPyqS8rHs,,WGGX3ODE6NA,Namasalima Health Centre (Mulanje),,,,,,,,,,,
Naphimba Health Centre,akhqt6Z6B7x,,WGGX3ODE6NA,Naphimba Health Centre,,,,,,,,,,,
Maravi Health Centre,Ljx0uViQtRg,,14Z9G0FTK9E,Maravi Health Centre,,,,,,,,,,,
St Josephs Mission Hospital(Nguludi),jm5VShYSJ35,,14Z9G0FTK9E,St Josephs Mission Hospital(Nguludi),,,,,,,,,,,
Thumbwe Health Centre,tlDXiuRLOpw,,14Z9G0FTK9E,Thumbwe Health Centre,,,,,,,,,,,
Mangamba Health Centre,zt2Jzw6wUcc,,9V18YF65RY0,Mangamba Health Centre,,,,,,,,,,,
Mbonechera Health Centre,iTzui2UcI8o,,9V18YF65RY0,Mbonechera Health Centre,,,,,,,,,,,
Namandanje Health Centre,KEPMWjMdxDG,,9V18YF65RY0,Namandanje Health Centre,,,,,,,,,,,
Lulanga Health Centre,iIwqmezZ9rs,,8F446NSM7S7,Lulanga Health Centre,,,,,,,,,,,
Lirangwe Health Centre,ZUMSlT5ZDCE,,X69CJ4MCIAL,Lirangwe Health Centre,,,,,,,,,,,
Lundu Health Centre,j94m3pNGJLw,,X69CJ4MCIAL,Lundu Health Centre,,,,,,,,,,,
Namikoko Health Centre,sTjTxJqSCWE,,X69CJ4MCIAL,Namikoko Health Centre,,,,,,,,,,,
Emfeni Health Centre,ihG7TCzUsYI,,P5NRSM8SFXH,Emfeni Health Centre,,,,,,,,,,,
Katete Rural Hospital,YABJoiuXQMB,,P5NRSM8SFXH,Katete Rural Hospital,,,,,,,,,,,
Luwerezi Health Centre,upbCscjsSDs,,P5NRSM8SFXH,Luwerezi Health Centre,,,,,,,,,,,
Dzenje Health Centre,nMp06ehwoOX,,12BSZBVS3J0,Dzenje Health Centre,,,,,,,,,,,
Milonde Health Centre,C3eAtbe8AQW,,12BSZBVS3J0,Milonde Health Centre,,,,,,,,,,,
Mpala Health Centre,w8qa58C9FGk,,12BSZBVS3J0,Mpala Health Centre,,,,,,,,,,,
Mulanje District Hospital,Nepy3vH3e6g,,12BSZBVS3J0,Mulanje District Hospital,,,,,,,,,,,
Thembe Health Centre,Y06YIhXv9wY,,12BSZBVS3J0,Thembe Health Centre,,,,,,,,,,,
Bangwe Health Centre,Z4phqEA2Pcr,,7LMTYE0W57L,Bangwe Health Centre,,,,,,,,,,,
Bangwe BLM Clinic,xidxjaQqU54,,7LMTYE0W57L,Bangwe BLM Clinic,,,,,,,,,,,
Blantyre Adventist Hospital,VOnPaWYUVJK,,7LMTYE0W57L,Blantyre Adventist Hospital,,,,,,,,,,,
Chigumula Clinic,Hger69iTvVS,,7LMTYE0W57L,Chigumula Clinic,,,,,,,,,,,
Chilaweni,WehVfN1t0Aa,,7LMTYE0W57L,Chilaweni,,,,,,,,,,,
Chirimba Health Centre,tDldFfYwnS1,,7LMTYE0W57L,Chirimba Health Centre,,,,,,,,,,,
Dai Halima (Bangwe Madina),OV47ojciSpV,,7LMTYE0W57L,Dai Halima (Bangwe Madina),,,,,,,,,,,
Lungu Private Clinic,nF4bckRFYqv,,7LMTYE0W57L,Lungu Private Clinic,,,,,,,,,,,
Makhetha Dispensary,tCNxro4FiTA,,7LMTYE0W57L,Makhetha Dispensary,,,,,,,,,,,
Mtengoumodzi Private Hospital,P4mpxuxgOZW,,7LMTYE0W57L,Mtengoumodzi Private Hospital,,,,,,,,,,,
Sos Childrens Village Blantyre,rrTE8OcL49T,,7LMTYE0W57L,Sos Childrens Village Blantyre,,,,,,,,,,,
South Lunzu Health Centre,OJhXyqgy2Qm,,7LMTYE0W57L,South Lunzu Health Centre,,,,,,,,,,,
Umunthu Foundation,S9hz5mgJUjI,,7LMTYE0W57L,Umunthu Foundation,,,,,,,,,,,
Mbayani Health Center,ojywW0LnOe6,,7LMTYE0W57L,Mbayani Health Center,,,,,,,,,,,
Lugola Health Centre,AcMkv28WWEO,,0ELGFWJ4FSW,Lugola Health Centre,,,,,,,,,,,
Makanjira Health Centre,ogCJRAEA06f,,0ELGFWJ4FSW,Makanjira Health Centre,,,,,,,,,,,
Makata Health Centre,eZfOjVQcd0e,,EM6V5Z2EB8C,Makata Health Centre,,,,,,,,,,,
Chilambwe Health Centre,bNcnSc6bFll,,2M71KI030MT,Chilambwe Health Centre,,,,,,,,,,,
Chintheche Rural Hospital,jkmHTPe5MLQ,,2M71KI030MT,Chintheche Rural Hospital,,,,,,,,,,,
Maula Health Centre,W423FAKdyEK,,2M71KI030MT,Maula Health Centre,,,,,,,,,,,
Ching'oma Dispensary,AnxpWhqWpXn,,SI50J7ZNG2U,Ching'oma Dispensary,,,,,,,,,,,
Bilira Health Centre,pPHM09AVDAS,,P5040M5B3Z6,Bilira Health Centre,,,,,,,,,,,
Chikande Health Centre,fmvjc3pgmee,,P5040M5B3Z6,Chikande Health Centre,,,,,,,,,,,
Kalimanjira Health Centre,K26cW6KAhFP,,P5040M5B3Z6,Kalimanjira Health Centre,,,,,,,,,,,
Nsiyaludzu Health Centre,GYlTZXKcHxA,,P5040M5B3Z6,Nsiyaludzu Health Centre,,,,,,,,,,,
Chinamwali Private Clinic,alk7M7pmalI,,50CQ7Q791XB,Chinamwali Private Clinic,,,,,,,,,,,
Domasi College Clinic,mZRwUTkeUC1,,50CQ7Q791XB,Domasi College Clinic,,,,,,,,,,,
Domasi Rural Hospital,U0YwDhBOZeY,,50CQ7Q791XB,Domasi Rural Hospital,,,,,,,,,,,
H Parker Sharp Dispensary,KhuXq8PnptT,,50CQ7Q791XB,H Parker Sharp Dispensary,,,,,,,,,,,
Machinjiri Health Centre,LtrODoKSSgr,,50CQ7Q791XB,Machinjiri Health Centre,,,,,,,,,,,
Masm Medi Clinic,LLrZXqItgML,,50CQ7Q791XB,Masm Medi Clinic,,,,,,,,,,,
Naisi Health Centre,ncRCRH1homB,,50CQ7Q791XB,Naisi Health Centre,,,,,,,,,,,
St Lukes Hospital,rohhSzKgCbr,,50CQ7Q791XB,St Lukes Hospital,,,,,,,,,,,
Chididi Health Centre (Nsanje),WG3SI4hkJFF,,3KGMJ16PK0O,Chididi Health Centre (Nsanje),,,,,,,,,,,
Nsanje District Hospital,tVuIhivYk9N,,3KGMJ16PK0O,Nsanje District Hospital,,,,,,,,,,,
Kamsonga Health Centre,m9IaQF4jaPL,,R2CO263XN3T,Kamsonga Health Centre,,,,,,,,,,,
Nkhotakota District Hospital,eLLoifuK7RA,,30DAWLMN424,Nkhotakota District Hospital,,,,,,,,,,,
St. Annes Mission Hospital,pqKNCtpevif,,30DAWLMN424,St. Annes Mission Hospital,,,,,,,,,,,
World Medical Fund,bLAoLBIwbSn,,30DAWLMN424,World Medical Fund,,,,,,,,,,,
Kande Health Centre,zA0iPC953jV,,K5UG2W2BGDH,Kande Health Centre,,,,,,,,,,,
Good Hope Private Clinic,Rs15DgnA3YP,,519TL4OEQQK,Good Hope Private Clinic,,,,,,,,,,,
Likuni Hospital,JquLSZgkHQ8,,519TL4OEQQK,Likuni Hospital,,,,,,,,,,,
Lilongwe City Assembly Chinsapo,m6bNWBsRDsi,,519TL4OEQQK,Lilongwe City Assembly Chinsapo,,,,,,,,,,,
Mbwatalika Health Centre,KRmwm560Ldo,,519TL4OEQQK,Mbwatalika Health Centre,,,,,,,,,,,
Nkhalango Private Clinic,N4dbtgJAnhw,,519TL4OEQQK,Nkhalango Private Clinic,,,,,,,,,,,
Vizara Dispensary,duwtTjuHUih,,2M71KI030MT,Vizara Dispensary,,,,,,,,,,,
Masasa Health Centre,oAX2IuKUC7A,,FWTL4HF6UY0,Masasa Health Centre,,,,,,,,,,,
Phanga Dispensary,fzNTz7Gcejn,,FWTL4HF6UY0,Phanga Dispensary,,,,,,,,,,,
Chiunjiza Health Centre,HTfgCPyMHUx,,H2SXJ263U03,Chiunjiza Health Centre,,,,,,,,,,,
Chiwoza Health Centre,ivq1pAeZs5o,,H2SXJ263U03,Chiwoza Health Centre,,,,,,,,,,,
Dickson Health Centre,aKJzwDfSJqM,,H2SXJ263U03,Dickson Health Centre,,,,,,,,,,,
Mitundu Rural Hospital,aVmCsQGN0r1,,H2SXJ263U03,Mitundu Rural Hospital,,,,,,,,,,,
Mlale Hospital,vlaK6dtRhxj,,H2SXJ263U03,Mlale Hospital,,,,,,,,,,,
Malingunde Health Centre,lP4THWArWA7,,1XTN6223BFS,Malingunde Health Centre,,,,,,,,,,,
Ndaula Health Centre,Pw6JwUkqdlF,,1XTN6223BFS,Ndaula Health Centre,,,,,,,,,,,
Kapanga Health Centre,H2ErYfEdioK,,LHPDNZ75309,Kapanga Health Centre,,,,,,,,,,,
Namizana Dispensary,OAXUYKyVuIz,,LHPDNZ75309,Namizana Dispensary,,,,,,,,,,,
Nkhwazi Health Centre,BogAIA30ZjT,,LHPDNZ75309,Nkhwazi Health Centre,,,,,,,,,,,
Diamphwe Health Centre,BWBOtEvaMkr,,LUY9ZNCH7SE,Diamphwe Health Centre,,,,,,,,,,,
Matapila Health Centre,nyBn1aFSTnl,,LUY9ZNCH7SE,Matapila Health Centre,,,,,,,,,,,
Nathenje Health Centre,AgYrPo8MW5I,,LUY9ZNCH7SE,Nathenje Health Centre,,,,,,,,,,,
Nkhoma Hospital,wPja49DJa2A,,LUY9ZNCH7SE,Nkhoma Hospital,,,,,,,,,,,
Makapwa Health Centre,a6SFNf7F567,,84871T4NI84,Makapwa Health Centre,,,,,,,,,,,
Sandama Health Centre,miqv8CSP673,,84871T4NI84,Sandama Health Centre,,,,,,,,,,,
Zoa Dispensary,i6PjWckrs7y,,84871T4NI84,Zoa Dispensary,,,,,,,,,,,
Zoa Health Centre,iaUfnrbzQ9d,,84871T4NI84,Zoa Health Centre,,,,,,,,,,,
